variant_id,article_number,product_id
408,738 010 065,54
407,738 010 060,55
238,738 950 318,56
239,738 950 328,56
240,738 950 309,56
241,738 950 319,56
242,738 950 310,56
243,738 950 311,56
411,799 298 023,57
413,790 205 082,58
254,738 710 008,59
255,738 710 009,59
256,738 710 010,59
257,738 710 011,59
258,738 710 012,59
259,738 710 013,59
260,738 710 014,59
261,738 710 016,59
367,138 567 314,60
368,138 567 316,60
399,799 738 001,61
400,799 738 003,61
401,799 738 004,61
414,738 174 308,62
415,738 174 309,62
416,738 174 310,62
417,738 174 311,62
418,738 174 312,62
419,738 174 313,62
420,738 174 314,62
421,738 174 316,62
402,799 738 300,63
403,799 738 301,63
404,799 738 310,63
429,799 302 005,64
430,799 302 007,64
431,799 302 011,65
432,799 302 013,65
406,738 011 103,66
439,738 174 055,67
440,738 174 056,67
441,738 174 057,67
244,738 540 708,68
245,738 540 709,68
246,738 540 710,68
247,738 540 711,68
357,161 305 750,69
358,161 305 799,69
359,161 305 800,69
360,161 305 849,69
361,161 305 850,69
362,161 305 899,69
363,161 305 900,69
364,161 305 949,69
365,161 305 950,69
366,161 305 999,69
412,799 350 364,70
446,738 104 005,71
447,738 104 006,71
448,738 104 007,71
449,738 104 008,71
450,738 204 005,72
451,738 204 006,72
452,738 204 007,72
453,738 204 008,72
454,738 204 017,73
455,738 204 018,73
468,138 984 015,74
469,138 984 016,74
456,738 904 015,75
457,738 904 016,75
458,738 904 017,75
459,738 904 018,75
466,138 984 027,76
467,138 984 028,76
460,138 984 005,77
461,138 984 006,77
462,138 984 007,77
463,138 984 008,77
433,799 302 032,78
434,799 302 033,78
470,138 984 017,79
471,138 984 018,79
442,738 914 005,80
443,738 914 006,80
444,738 914 007,80
445,738 914 008,80
472,738 904 055,81
473,738 904 056,81
474,738 904 057,81
475,738 904 058,81
410,790 156 228,82
206,738 954 118,83
494,762 101 276,84
495,762 101 273,84
496,762 101 281,84
497,762 101 282,84
498,762 101 283,84
499,762 101 284,84
284,748 440 707,85
285,748 440 708,85
286,748 440 709,85
287,748 440 710,85
288,748 440 711,85
289,748 440 712,85
290,748 440 713,85
291,748 440 714,85
292,748 440 715,85
293,748 440 716,85
294,749 440 707,85
295,749 440 708,85
296,749 440 709,85
297,749 440 710,85
298,749 440 711,85
299,749 440 712,85
300,749 440 713,85
301,749 440 714,85
302,749 440 715,85
303,749 440 716,85
502,762 101 116,86
503,762 101 120,86
504,762 101 125,86
505,762 101 132,86
422,738 912 312,87
423,738 912 313,87
424,738 912 314,87
425,738 912 315,87
426,738 912 316,87
427,738 912 317,87
428,738 912 319,87
512,762 101 361,88
464,138 984 025,89
465,138 984 026,89
304,790 156 032,90
513,762 101 362,91
409,200 011 651,92
514,762 101 363,93
489,738 950 058,94
385,738 990 324,95
386,738 990 326,95
387,738 990 327,95
388,738 990 330,95
508,762 101 351,96
509,762 101 352,96
510,762 101 353,96
511,762 101 354,96
435,738 174 005,97
436,738 174 006,97
437,738 174 007,97
438,738 174 008,97
480,738 014 005,98
481,738 014 006,98
482,738 014 007,98
483,738 014 008,98
484,762 101 346,99
485,762 101 265,99
486,762 101 266,99
487,762 101 277,99
488,762 101 278,99
506,762 101 117,100
507,762 101 118,100
207,738 940 508,101
208,738 940 518,101
209,738 940 528,101
210,738 940 509,101
211,738 940 510,101
212,738 940 511,101
476,762 101 030,102
477,762 101 031,102
478,762 101 034,102
479,762 101 035,102
490,762 101 267,103
491,762 101 268,103
492,762 101 279,103
493,762 101 280,103
500,762 101 122,104
501,762 101 133,104
549,738 913 108,105
550,738 913 109,105
551,738 913 110,105
552,738 913 111,105
553,738 913 112,105
554,738 913 113,105
555,738 913 114,105
556,738 913 116,105
557,738 913 117,105
558,738 913 120,105
685,738 903 825,106
686,738 903 829,106
687,738 903 830,106
688,738 903 836,106
689,738 903 837,106
690,738 903 838,106
691,738 903 844,106
692,738 903 845,106
693,738 903 846,106
694,738 903 853,106
695,738 903 854,106
696,738 903 855,106
697,738 903 862,106
698,738 903 863,106
699,738 903 864,106
700,738 903 865,106
531,738 173 317,107
532,738 173 320,107
658,738 903 206,108
659,738 903 209,108
660,738 903 210,108
661,738 903 212,108
662,738 903 213,108
663,738 903 214,108
664,738 903 318,108
665,738 903 322,108
666,738 903 323,108
667,738 903 327,108
668,738 903 328,108
669,738 903 329,108
670,738 903 340,108
671,738 903 341,108
672,738 903 342,108
673,738 903 343,108
674,738 903 347,108
675,738 903 349,108
676,738 903 350,108
677,738 903 351,108
678,738 904 351,108
679,738 903 364,108
680,738 903 366,108
681,738 903 367,108
682,738 903 368,108
683,738 904 368,108
684,738 903 369,108
625,738 203 121,109
626,738 203 122,109
627,738 203 123,109
628,738 203 124,109
629,738 203 175,109
630,738 203 176,109
750,738 953 061,110
751,738 953 062,110
752,738 953 063,110
753,738 953 064,110
754,738 953 067,110
755,738 953 070,110
756,738 953 159,110
757,738 953 160,110
758,738 953 161,110
759,738 953 162,110
760,738 953 163,110
761,738 953 164,110
762,738 953 167,110
763,738 953 170,110
717,738 313 608,111
718,738 313 609,111
719,738 313 659,111
720,738 313 610,111
721,738 313 660,111
722,738 313 611,111
723,738 313 661,111
724,738 313 612,111
725,738 313 662,111
726,738 313 613,111
727,738 313 663,111
728,738 313 614,111
729,738 313 664,111
730,738 313 616,111
731,738 313 666,111
732,738 313 617,111
733,738 313 667,111
734,738 313 620,111
735,738 313 670,111
587,738 003 271,112
588,738 003 272,112
589,738 003 273,112
590,738 003 274,112
591,738 003 275,112
592,738 003 276,112
559,738 911 821,113
560,738 911 822,113
561,738 911 823,113
562,738 911 824,113
563,738 911 875,113
564,738 911 876,113
615,738 203 108,114
616,738 203 109,114
617,738 203 110,114
618,738 203 111,114
619,738 203 112,114
620,738 203 113,114
621,738 203 114,114
622,738 203 116,114
623,738 203 117,114
624,738 203 120,114
603,738 053 121,115
604,738 053 122,115
605,738 053 123,115
606,738 053 124,115
607,738 053 175,115
608,738 053 176,115
581,738 003 121,116
582,738 003 122,116
583,738 003 123,116
584,738 003 124,116
585,738 003 175,116
586,738 003 176,116
541,738 173 287,117
542,738 173 290,117
543,738 173 291,117
544,738 173 292,117
545,738 173 293,117
546,738 173 294,117
547,738 173 295,117
548,738 173 296,117
515,738 173 108,118
516,738 173 109,118
517,738 173 110,118
518,738 173 111,118
519,738 173 112,118
520,738 173 113,118
521,738 173 114,118
522,738 173 116,118
523,738 173 117,118
524,738 173 120,118
525,738 173 021,118
526,738 173 022,118
527,738 173 023,118
528,738 173 024,118
529,738 173 125,118
530,738 173 126,118
637,738 203 218,119
638,738 203 222,119
639,738 203 223,119
640,738 203 227,119
641,738 203 228,119
642,738 203 229,119
643,738 203 240,119
644,738 203 241,119
645,738 203 242,119
646,738 203 243,119
647,738 203 447,119
648,738 203 449,119
649,738 203 450,119
650,738 203 251,119
651,738 204 251,119
652,738 203 264,119
653,738 203 266,119
654,738 203 267,119
655,738 203 268,119
656,738 204 268,119
657,738 203 269,119
571,738 103 108,120
572,738 103 109,120
573,738 103 110,120
574,738 103 111,120
575,738 103 112,120
576,738 103 113,120
577,738 103 114,120
578,738 103 116,120
579,738 103 117,120
580,738 103 120,120
565,738 913 271,121
566,738 913 272,121
567,738 913 273,121
568,738 913 274,121
569,738 913 275,121
570,738 913 276,121
609,738 053 271,122
610,738 053 272,122
611,738 053 273,122
612,738 053 274,122
613,738 053 275,122
614,738 053 276,122
533,738 173 267,123
534,738 173 270,123
535,738 173 271,123
536,738 173 272,123
537,738 173 273,123
538,738 173 274,123
539,738 173 275,123
540,738 173 276,123
631,738 203 271,124
632,738 203 272,124
633,738 203 273,124
634,738 203 274,124
635,738 203 275,124
636,738 203 276,124
593,738 153 108,125
594,738 153 109,125
595,738 153 110,125
596,738 153 111,125
597,738 153 112,125
598,738 153 113,125
599,738 153 114,125
600,738 153 116,125
601,738 153 117,125
602,738 153 120,125
876,738 943 508,126
877,738 943 518,126
878,738 943 528,126
879,738 943 509,126
880,738 943 510,126
881,738 943 511,126
764,738 913 508,127
765,738 913 509,127
766,738 913 510,127
767,738 913 511,127
768,738 913 512,127
769,738 913 513,127
770,738 913 514,127
771,738 913 516,127
772,738 913 517,127
773,738 913 520,127
787,738 913 408,128
788,738 913 409,128
789,738 913 410,128
790,738 913 411,128
791,738 913 412,128
792,738 913 413,128
793,738 913 414,128
794,738 913 416,128
795,738 913 417,128
796,738 913 420,128
895,738 513 708,129
896,738 513 709,129
897,738 513 710,129
898,738 513 711,129
899,738 513 712,129
900,738 513 713,129
901,738 513 714,129
777,738 960 008,130
778,738 960 009,130
779,738 960 010,130
780,738 960 011,130
781,738 960 012,130
782,738 960 013,130
783,738 960 014,130
784,738 960 016,130
785,738 960 017,130
786,738 960 020,130
858,748 440 708,131
859,748 440 709,131
860,748 440 710,131
861,748 440 711,131
862,748 440 712,131
863,748 440 713,131
864,748 440 714,131
865,748 440 715,131
866,748 440 716,131
867,748 440 717,131
868,748 440 719,131
869,748 440 720,131
870,748 440 721,131
871,748 440 722,131
872,748 440 723,131
873,748 440 724,131
874,748 440 725,131
875,748 440 726,131
882,738 943 008,132
883,738 943 018,132
884,738 943 028,132
885,738 943 009,132
886,738 943 010,132
887,738 943 011,132
807,738 710 008,133
808,738 710 009,133
809,738 710 010,133
810,738 710 011,133
811,738 710 012,133
812,738 710 013,133
813,738 710 014,133
814,738 710 016,133
815,738 710 017,133
816,738 710 020,133
907,738 953 118,134
908,738 940 508,135
909,738 940 518,135
910,738 940 528,135
911,738 940 509,135
912,738 940 510,135
913,738 940 511,135
817,727 700 206,136
818,727 700 207,136
819,727 700 208,136
820,727 700 209,136
821,727 700 210,136
822,727 700 211,136
823,727 700 212,136
824,727 700 313,136
825,727 700 314,136
826,727 700 315,136
827,727 700 815,136
828,727 700 716,136
829,727 700 816,136
830,727 700 717,136
831,727 700 718,136
832,727 700 719,136
833,727 700 720,136
834,727 700 721,136
835,727 700 722,136
836,727 700 723,136
837,727 700 724,136
838,727 700 725,136
939,738 950 318,137
940,738 950 328,137
941,738 950 338,137
942,738 950 309,137
943,738 950 319,137
944,738 950 310,137
945,738 950 311,137
797,738 910 408,138
798,738 910 409,138
799,738 910 410,138
800,738 910 411,138
801,738 910 412,138
802,738 910 413,138
803,738 910 414,138
804,738 910 416,138
805,738 910 417,138
806,738 910 420,138
927,738 950 508,139
928,738 950 518,139
929,738 950 528,139
930,738 950 519,139
931,738 950 510,139
932,738 950 511,139
948,738 540 708,140
949,738 540 709,140
950,738 540 710,140
951,738 540 711,140
906,738 943 108,141
946,738 940 108,142
956,738 113 206,143
957,738 113 207,143
958,738 113 208,143
959,738 113 508,144
963,738 114 406,145
839,753 800 008,146
840,753 800 009,146
841,753 800 010,146
842,753 800 011,146
843,753 800 012,146
844,753 800 013,146
845,753 800 014,146
846,753 800 015,146
847,753 800 016,146
848,753 800 017,146
849,753 800 018,146
850,753 800 019,146
851,753 800 020,146
852,753 800 021,146
853,753 800 022,146
854,753 800 023,146
855,753 800 224,146
856,753 800 225,146
857,753 800 226,146
968,738 923 206,147
969,738 923 207,147
970,738 923 208,147
971,738 923 209,147
972,738 923 210,147
973,738 923 211,147
974,138 546 108,148
975,138 546 109,148
976,138 546 110,148
977,138 546 111,148
978,138 546 112,148
979,138 546 113,148
736,738 943 061,149
737,738 943 062,149
738,738 943 063,149
739,738 943 064,149
740,738 943 067,149
741,738 943 070,149
742,738 943 159,149
743,738 943 160,149
744,738 943 161,149
745,738 943 162,149
746,738 943 163,149
747,738 943 164,149
748,738 943 167,149
749,738 943 170,149
952,738 540 208,150
953,738 540 209,150
954,738 540 210,150
955,738 540 211,150
994,167 481 182,151
995,167 481 183,151
996,167 481 184,151
997,167 481 185,151
998,167 481 186,151
999,167 481 187,151
774,738 913 521,152
775,738 913 522,152
776,738 913 523,152
947,738 950 118,153
888,738 943 308,154
889,738 943 318,154
890,738 943 328,154
891,738 943 309,154
892,738 943 319,154
893,738 943 310,154
894,738 943 311,154
701,738 903 925,155
702,738 903 929,155
703,738 903 930,155
704,738 903 936,155
705,738 903 937,155
706,738 903 939,155
707,738 903 944,155
708,738 903 945,155
709,738 903 946,155
710,738 903 953,155
711,738 903 954,155
712,738 903 955,155
713,738 903 962,155
714,738 903 963,155
715,738 903 964,155
716,738 903 965,155
1013,799 738 502,156
1034,738 013 031,157
1025,738 013 013,158
1026,738 013 014,158
1027,738 013 015,158
1028,738 013 016,158
1029,738 013 017,158
1030,738 013 018,158
1031,738 013 020,158
1032,738 013 021,158
1033,738 013 023,158
965,799 738 300,159
966,799 738 301,159
967,799 738 310,159
960,738 113 608,160
961,738 113 609,160
962,738 113 610,160
1036,738 011 152,161
1044,738 011 108,162
1043,738 011 107,163
986,138 567 114,164
987,138 567 116,164
988,138 567 117,164
989,138 567 120,164
1045,738 011 109,165
1000,720 600 238,166
1001,720 600 239,166
1002,720 600 240,166
1003,720 600 241,166
1004,799 738 511,167
1005,799 738 512,167
1006,799 738 513,167
1007,799 738 514,167
1008,799 738 515,167
1009,799 738 516,167
1010,799 738 518,167
1011,799 738 519,167
1012,799 738 522,167
1014,738 010 012,168
1015,738 010 013,168
1016,738 010 014,168
1017,738 010 015,168
1018,738 010 016,168
1019,738 010 017,168
1020,738 010 018,168
1021,738 010 019,168
1022,738 010 020,168
1023,738 010 021,168
1024,738 010 023,168
1064,738 912 321,169
1065,738 912 323,169
1066,799 302 005,170
1067,799 302 007,170
1070,799 302 011,171
1071,799 302 013,171
980,138 546 208,172
981,138 546 209,172
982,138 546 210,172
983,138 546 211,172
984,138 546 212,172
985,138 546 213,172
1079,738 010 060,173
1037,738 011 024,174
1038,738 011 025,174
1039,738 011 026,174
1040,738 011 027,174
1041,738 011 028,174
1042,738 011 029,174
1080,738 010 065,175
920,738 940 308,176
921,738 940 318,176
922,738 940 328,176
923,738 940 309,176
924,738 940 319,176
925,738 940 310,176
926,738 940 311,176
1046,738 912 012,177
1047,738 912 013,177
1048,738 912 014,177
1049,738 912 015,177
1050,738 912 016,177
1051,738 912 017,177
1052,738 912 018,177
1053,738 912 019,177
1054,738 912 020,177
1055,738 912 021,177
1056,738 912 023,177
1057,738 912 024,177
1058,738 913 816,178
1059,738 913 817,178
1060,738 913 820,178
1061,738 913 821,178
1062,738 913 822,178
1063,738 913 823,178
1035,738 013 041,179
1095,167 060 038,180
1096,167 060 039,180
1097,167 060 040,180
1098,167 060 041,180
1099,167 060 042,180
1100,167 060 043,180
1101,167 060 019,180
1102,167 060 020,180
1103,167 060 021,180
1104,167 060 022,180
1105,167 060 023,180
1106,167 060 024,180
1107,167 060 025,180
1112,790 738 031,181
902,738 513 608,182
903,738 513 609,182
904,738 513 610,182
905,738 513 611,182
1114,790 738 010,183
1118,799 738 015,184
1119,799 738 016,184
1115,799 738 001,185
1116,799 738 003,185
1117,799 738 004,185
990,138 567 214,186
991,138 567 216,186
992,138 567 217,186
993,138 567 220,186
1121,799 738 161,187
1072,733 960 185,188
1073,733 960 186,188
1074,733 960 187,188
1075,733 963 188,188
1076,733 963 189,188
1077,733 963 190,188
933,738 950 008,189
934,738 950 018,189
935,738 950 028,189
936,738 950 019,189
937,738 950 010,189
938,738 950 011,189
1108,790 738 001,190
1109,790 738 003,190
1110,790 738 005,190
1111,790 738 007,190
1125,790 128 035,191
1089,173 061 162,192
1090,173 061 163,192
1091,173 061 164,192
1092,173 061 165,192
1093,173 061 166,192
1094,173 061 167,192
1078,738 011 103,193
914,738 940 008,194
915,738 940 018,194
916,738 940 028,194
917,738 940 009,194
918,738 940 010,194
919,738 940 011,194
1113,790 738 020,195
1127,790 156 032,196
1068,799 302 032,197
1069,799 302 033,197
1138,799 301 491,198
1139,799 301 497,198
1081,799 298 023,199
1122,790 205 082,200
1142,799 301 499,201
1143,738 990 308,202
1144,738 990 309,202
1145,738 990 310,202
1146,738 990 311,202
1147,738 990 312,202
1148,738 990 313,202
964,738 110 407,203
1153,738 990 458,204
1154,738 990 459,204
1155,738 990 460,204
1156,738 990 461,204
1157,738 990 462,204
1158,738 990 463,204
1159,738 990 464,204
1160,738 990 466,204
1161,738 990 467,204
1162,738 990 470,204
1132,200 011 651,205
1128,799 738 300,206
1129,799 738 301,206
1130,799 738 310,206
1136,799 301 489,207
1137,799 301 495,207
1172,738 990 438,208
1173,738 990 439,208
1174,738 990 440,208
1175,738 990 441,208
1176,738 990 442,208
1177,738 990 443,208
1178,738 990 444,208
1120,799 738 013,209
1195,799 738 050,210
1196,799 738 051,210
1140,799 301 492,211
1141,799 301 498,211
1189,799 738 107,212
1190,799 738 108,212
1191,799 738 109,212
1192,799 738 110,212
1197,799 738 020,213
1198,799 738 021,213
1199,799 738 022,213
1200,799 738 023,213
1201,799 738 024,213
1202,799 738 025,213
1193,799 738 115,214
1194,799 738 117,214
1083,167 061 012,215
1084,167 061 013,215
1085,167 061 014,215
1086,167 061 015,215
1087,167 061 016,215
1088,167 061 017,215
1203,799 738 026,216
1204,799 738 027,216
1205,799 738 037,216
1206,799 738 028,216
1207,799 738 038,216
1208,799 738 121,216
1209,799 738 122,216
1210,799 738 029,216
1211,799 738 039,216
1212,799 738 123,216
1213,799 738 124,216
1168,738 990 428,217
1169,738 990 429,217
1170,738 990 430,217
1171,738 990 431,217
1214,799 738 042,218
1215,799 738 052,218
1216,799 738 043,218
1217,799 738 053,218
1218,799 738 044,218
1219,799 738 054,218
1220,799 738 045,218
1221,799 738 055,218
1222,799 738 046,218
1223,799 738 056,218
1224,799 738 047,218
1225,799 738 057,218
1239,799 738 114,219
1163,738 990 408,220
1164,738 990 418,220
1165,738 990 409,220
1166,738 990 410,220
1167,738 990 411,220
1123,790 156 009,221
1124,790 156 001,221
1179,738 010 052,222
1180,738 010 053,222
1181,738 010 054,222
1183,799 738 101,223
1184,799 738 102,223
1185,799 738 103,223
1186,799 738 104,223
1187,799 738 105,223
1188,799 738 106,223
1240,799 738 060,224
1149,738 990 324,225
1150,738 990 326,225
1151,738 990 327,225
1152,738 990 330,225
1126,799 350 339,226
1226,799 738 125,227
1227,799 738 126,227
1228,799 738 127,227
1229,799 738 128,227
1230,799 738 129,227
1231,799 738 130,227
1232,799 738 131,227
1233,799 738 132,227
1234,799 738 133,227
1235,799 738 134,227
1236,799 738 135,227
1237,799 738 136,227
1133,790 160 010,228
1241,799 738 061,229
1134,799 301 490,230
1135,799 301 496,230
1321,753 101 606,231
1322,753 101 607,231
1323,753 101 608,231
1324,753 101 609,231
1325,753 101 610,231
1326,753 101 611,231
1285,193 017 155,232
1286,193 017 156,232
1287,193 017 157,232
1288,193 017 158,232
1289,193 017 159,232
1290,193 017 160,232
1291,193 017 161,232
1292,193 017 162,232
1293,193 017 163,232
1294,193 017 164,232
1295,193 017 165,232
1296,193 017 166,232
1297,193 017 167,232
1298,193 017 168,232
1299,193 017 169,232
1300,193 017 170,232
1301,193 017 171,232
1302,193 017 172,232
1303,193 017 173,232
1327,753 911 606,233
1328,753 911 607,233
1329,753 911 608,233
1330,753 911 609,233
1331,753 911 610,233
1332,753 911 611,233
1355,753 151 608,234
1356,753 151 609,234
1357,753 151 610,234
1358,753 151 611,234
1359,753 151 819,235
1360,753 151 820,235
1361,753 151 821,235
1182,738 010 055,236
1245,799 300 704,237
1246,799 300 705,237
1247,799 300 706,237
1248,799 300 707,237
1249,799 300 708,237
1250,799 300 709,237
1251,799 300 710,237
1252,799 300 711,237
1276,199 039 200,238
1277,199 039 201,238
1278,199 039 202,238
1279,199 039 203,238
1280,199 039 204,238
1281,199 039 205,238
1282,199 039 206,238
1283,199 039 207,238
1284,199 039 208,238
1238,799 738 040,239
1131,799 198 150,240
1408,720 920 258,241
1409,720 920 259,241
1410,720 920 260,241
1411,720 920 281,241
1412,720 920 282,241
1413,720 920 283,241
1414,720 920 261,241
1368,753 211 612,242
1369,753 201 813,242
1370,753 201 814,242
1371,753 201 815,242
1372,753 201 816,242
1373,753 201 817,242
1374,753 201 818,242
1243,799 150 423,243
1244,799 300 757,243
1242,799 738 116,244
1352,753 101 819,245
1353,753 101 820,245
1354,753 101 821,245
1439,720 920 221,246
1440,720 920 231,246
1441,720 920 241,246
1442,720 920 211,246
1333,753 911 612,247
1334,753 911 613,247
1335,753 911 614,247
1336,753 911 615,247
1337,753 911 616,247
1338,753 911 617,247
1339,753 911 618,247
1340,753 911 619,247
1341,753 911 620,247
1342,753 911 621,247
1343,753 911 622,247
1344,753 911 623,247
1345,753 101 612,248
1346,753 101 813,248
1347,753 101 814,248
1348,753 101 815,248
1349,753 101 816,248
1350,753 101 817,248
1351,753 101 818,248
1362,753 211 606,249
1363,753 211 607,249
1364,753 211 608,249
1365,753 211 609,249
1366,753 211 610,249
1367,753 211 611,249
1375,753 901 639,250
1376,753 901 640,250
1377,753 901 641,250
1378,753 901 644,250
1379,753 901 645,250
1380,753 901 646,250
1381,753 901 651,250
1382,753 901 652,250
1383,753 901 656,250
1384,753 901 657,250
1385,753 901 658,250
1267,199 038 200,251
1268,199 038 201,251
1269,199 038 202,251
1270,199 038 203,251
1271,199 038 204,251
1272,199 038 205,251
